Bean_Origin,Roast_Level,Flavor_Profile,Customer_Rating,Actual_Price_INR,Competitor_Price_INR,Bean_Cost_INR,Sale_Date
Guatemala,Light,Nutty,0.47739066598723034,271.38,256.63,135,2025-05-29
Kenya,Dark,Chocolatey,0.9877869589172685,326.51,299.4,150,2025-03-20
Colombia,Light,Fruity,-1.3940624080895767,205.92,216.87,130,2025-05-06
Kenya,Medium,Caramel,-1.2239303104462311,484.63,457.64,150,2025-05-31
Guatemala,Dark,Floral,0.6475227636305774,358.69,323.89,135,2025-04-11
Brazil,Medium,Caramel,-1.564194505732923,447.76,460.15,120,2025-01-15
Guatemala,Medium,Caramel,-0.3732698222295004,353.18,348.96,135,2024-12-24
Ethiopia,Light,Floral,-0.3732698222295004,350.44,379.79,140,2024-08-01
Ethiopia,Dark,Chocolatey,0.817654861273923,352.83,345.15,140,2025-04-24
Colombia,Medium,Floral,-0.7135340175161922,487.27,471.89,130,2025-05-06
Kenya,Dark,Floral,0.3072585683438848,223.22,215.99,150,2024-11-26
Ethiopia,Dark,Floral,-0.033005626942807786,206.07,223.74,140,2025-01-23
Brazil,Medium,Chocolatey,-1.564194505732923,348.15,346.14,120,2024-09-29
Colombia,Light,Fruity,1.4981832518473082,212.56,200.75,130,2024-07-27
Kenya,Medium,Floral,-1.0537982128028849,468.62,480.98,150,2025-06-23
Kenya,Light,Fruity,1.6683153494906537,474.52,494.97,150,2025-03-27
Brazil,Light,Floral,-0.3732698222295004,270.82,294.04,120,2025-01-28
Kenya,Light,Floral,-1.564194505732923,391.97,420.37,150,2024-10-20
Guatemala,Medium,Chocolatey,-1.3940624080895767,216.82,218.76,135,2024-09-02
Kenya,Medium,Chocolatey,1.328051154203961,245.56,235.52,150,2024-12-21
Guatemala,Medium,Floral,-0.5434019198728459,355.01,342.78,135,2025-03-31
Guatemala,Dark,Chocolatey,0.13712647070053777,496.1,489.58,135,2025-03-27
Colombia,Dark,Floral,0.817654861273923,273.82,271.98,130,2024-09-29
Brazil,Medium,Chocolatey,0.6475227636305774,392.38,430.43,120,2024-09-13
Colombia,Medium,Floral,-1.7343266033762692,293.34,320.69,130,2025-03-20
Kenya,Dark,Fruity,1.328051154203961,385.6,370.97,150,2025-05-05
Brazil,Dark,Nutty,-1.7343266033762692,334.3,303.04,120,2025-06-17
Kenya,Dark,Floral,0.9877869589172685,409.28,443.63,150,2025-02-09
Kenya,Light,Chocolatey,-0.8836661151595385,355.25,378.51,150,2025-03-10
Ethiopia,Medium,Nutty,-0.8836661151595385,444.28,426.94,140,2024-08-05
Guatemala,Medium,Floral,1.328051154203961,496.64,460.2,135,2024-09-09
Brazil,Medium,Floral,0.13712647070053777,444.36,413.82,120,2025-02-21
Kenya,Light,Nutty,1.4981832518473082,313.9,302.58,150,2024-09-14
Colombia,Medium,Fruity,0.3072585683438848,344.92,367.89,130,2024-10-26
Ethiopia,Medium,Chocolatey,0.6475227636305774,498.86,525.18,140,2024-10-23
Guatemala,Dark,Caramel,-1.7343266033762692,434.19,439.8,135,2025-05-24
Colombia,Light,Fruity,0.9877869589172685,343.77,368.68,130,2025-02-24
Guatemala,Dark,Floral,0.13712647070053777,462.22,431.91,135,2024-07-18
Brazil,Light,Chocolatey,-0.2031377245861541,433.41,403.3,120,2024-10-02
Kenya,Dark,Fruity,0.13712647070053777,222.75,212.08,150,2025-02-09
Colombia,Light,Chocolatey,-0.2031377245861541,205.22,196.6,130,2025-05-20
Kenya,Medium,Floral,0.6475227636305774,270.56,265.55,150,2024-10-08
Colombia,Light,Caramel,0.9877869589172685,499.89,452.83,130,2024-10-25
Colombia,Light,Floral,0.9877869589172685,437.9,434.35,130,2025-03-30
Kenya,Dark,Caramel,-0.033005626942807786,424.8,417.98,150,2025-02-23
Guatemala,Dark,Fruity,1.4981832518473082,276.89,298.97,135,2025-03-12
Guatemala,Medium,Chocolatey,-0.7135340175161922,347.35,318.81,135,2024-12-04
Colombia,Light,Chocolatey,1.6683153494906537,347.57,321.1,130,2025-06-22
Colombia,Light,Caramel,-0.033005626942807786,217.42,225.79,130,2025-01-04
Brazil,Light,Nutty,0.9877869589172685,487.38,473.04,120,2025-01-08
Guatemala,Dark,Nutty,-1.3940624080895767,475.77,483.59,135,2025-06-22
Guatemala,Light,Floral,-0.2031377245861541,470.46,474.54,135,2025-03-30
Guatemala,Medium,Caramel,0.817654861273923,495.8,540.55,135,2024-06-29
Kenya,Dark,Chocolatey,0.3072585683438848,453.73,410.82,150,2024-10-03
Ethiopia,Light,Floral,-0.2031377245861541,267.54,262.96,140,2024-08-04
Colombia,Medium,Floral,-0.5434019198728459,206.08,215.76,130,2025-06-26
Kenya,Dark,Chocolatey,0.47739066598723034,406.19,432.8,150,2024-10-24
Ethiopia,Dark,Nutty,0.9877869589172685,369.1,375.64,140,2024-12-08
Kenya,Light,Caramel,-0.3732698222295004,377.23,379.43,150,2025-03-11
Kenya,Dark,Nutty,1.4981832518473082,294.16,291.09,150,2025-01-11
Guatemala,Dark,Fruity,0.47739066598723034,452.52,455.99,135,2025-06-02
Kenya,Dark,Floral,-0.5434019198728459,499.55,496.14,150,2024-11-14
Guatemala,Medium,Nutty,-0.2031377245861541,448.92,442.53,135,2025-03-23
Ethiopia,Light,Floral,-1.3940624080895767,206.2,195.59,140,2024-10-26
Ethiopia,Medium,Floral,-1.7343266033762692,414.25,376.91,140,2024-09-11
Brazil,Medium,Chocolatey,-1.2239303104462311,389.77,404.37,120,2025-04-01
Colombia,Medium,Floral,1.6683153494906537,429.07,423.94,130,2025-06-04
Guatemala,Light,Caramel,0.6475227636305774,423.92,455.32,135,2024-06-29
Brazil,Medium,Nutty,0.13712647070053777,448.13,467.27,120,2024-10-19
Ethiopia,Light,Floral,-1.3940624080895767,200.57,216.4,140,2024-12-31
Kenya,Light,Floral,-0.8836661151595385,398.73,364.84,150,2025-05-21
Colombia,Dark,Chocolatey,-0.7135340175161922,427.13,395.51,130,2025-02-11
Ethiopia,Medium,Chocolatey,1.4981832518473082,421.97,421.73,140,2025-01-10
Colombia,Dark,Chocolatey,0.3072585683438848,497.49,538.93,130,2025-04-05
Ethiopia,Dark,Floral,-1.0537982128028849,264.73,269.34,140,2025-05-30
Brazil,Medium,Caramel,1.328051154203961,419.01,398.26,120,2024-07-19
Colombia,Light,Floral,-1.2239303104462311,293.11,265.87,130,2025-05-30
Ethiopia,Medium,Fruity,0.3072585683438848,254.64,261.25,140,2024-08-21
Colombia,Medium,Floral,-0.8836661151595385,464.1,446.64,130,2024-10-10
Guatemala,Medium,Fruity,-1.3940624080895767,279.49,295.6,135,2024-09-23
Colombia,Light,Chocolatey,-0.5434019198728459,328.74,317.08,130,2025-04-22
Ethiopia,Light,Caramel,0.6475227636305774,435.35,461.05,140,2025-03-28
Colombia,Light,Nutty,0.3072585683438848,218.31,223.28,130,2024-08-17
Ethiopia,Dark,Caramel,0.47739066598723034,315.33,336.05,140,2024-08-27
Brazil,Light,Floral,0.3072585683438848,313.22,304.1,120,2024-12-04
Kenya,Light,Chocolatey,0.9877869589172685,443.48,436.59,150,2024-08-24
Brazil,Dark,Chocolatey,-1.2239303104462311,491.18,502.96,120,2025-04-27
Colombia,Light,Nutty,1.4981832518473082,306.9,285.3,130,2024-11-07
Guatemala,Light,Chocolatey,1.1579190565606154,426.66,427.32,135,2024-12-16
Brazil,Dark,Nutty,-1.2239303104462311,482.18,464.1,120,2024-12-13
Brazil,Dark,Nutty,-0.8836661151595385,270.46,264.38,120,2024-12-13
Brazil,Light,Chocolatey,-1.2239303104462311,495.28,484.26,120,2025-05-30
Guatemala,Medium,Floral,-0.5434019198728459,273.2,247.74,135,2025-06-11
Brazil,Dark,Caramel,-1.3940624080895767,353.14,323.64,120,2024-09-28
Guatemala,Light,Caramel,-0.5434019198728459,455.86,456.67,135,2024-09-13
Kenya,Medium,Fruity,-1.2239303104462311,345.1,370.94,150,2024-12-22
Ethiopia,Medium,Floral,0.6475227636305774,253.88,242.71,140,2024-10-27
Colombia,Medium,Chocolatey,1.1579190565606154,358.76,328.45,130,2024-10-12
Ethiopia,Dark,Fruity,0.817654861273923,265.96,244.88,140,2025-06-18
Kenya,Medium,Nutty,0.9877869589172685,214.03,221.72,150,2025-02-19
Brazil,Light,Chocolatey,-0.5434019198728459,445.35,486.25,120,2024-11-10
Guatemala,Medium,Caramel,1.328051154203961,222.08,231.81,135,2024-10-06
Ethiopia,Medium,Nutty,-0.3732698222295004,287.26,276.56,140,2024-08-04
Ethiopia,Dark,Floral,-1.3940624080895767,305.41,320.22,140,2025-03-07
Colombia,Light,Fruity,1.1579190565606154,430.4,437.25,130,2024-08-15
Colombia,Light,Floral,1.328051154203961,323.65,316.0,130,2024-08-16
Colombia,Medium,Floral,-0.7135340175161922,477.46,430.84,130,2024-12-12
Guatemala,Light,Nutty,0.9877869589172685,428.99,449.91,135,2024-10-25
Brazil,Medium,Fruity,0.6475227636305774,314.44,300.68,120,2025-04-11
Brazil,Light,Nutty,-1.2239303104462311,243.15,255.0,120,2024-09-11
Kenya,Medium,Nutty,-0.2031377245861541,255.17,241.64,150,2025-01-31
Ethiopia,Dark,Floral,1.4981832518473082,356.49,337.83,140,2024-07-26
Ethiopia,Medium,Nutty,0.47739066598723034,285.26,298.08,140,2025-06-04
Kenya,Light,Floral,-1.564194505732923,282.25,303.35,150,2024-12-14
Brazil,Dark,Caramel,0.13712647070053777,347.98,340.44,120,2024-08-03
Kenya,Medium,Nutty,-0.2031377245861541,244.58,222.49,150,2025-01-28
Brazil,Medium,Floral,0.6475227636305774,386.11,359.06,120,2025-03-02
Brazil,Dark,Floral,-1.2239303104462311,311.76,303.4,120,2025-03-14
Kenya,Light,Floral,-0.3732698222295004,267.62,255.02,150,2025-05-21
Ethiopia,Dark,Floral,-0.5434019198728459,382.12,370.05,140,2025-01-11
Guatemala,Dark,Fruity,0.6475227636305774,309.1,318.5,135,2024-09-05
Kenya,Medium,Fruity,-1.2239303104462311,295.97,276.32,150,2024-07-21
Brazil,Medium,Fruity,-0.3732698222295004,370.42,378.18,120,2024-08-05
Colombia,Medium,Floral,0.6475227636305774,334.06,329.59,130,2024-08-04
Guatemala,Light,Floral,-1.0537982128028849,210.99,230.35,135,2024-07-25
Ethiopia,Dark,Chocolatey,1.328051154203961,416.47,401.99,140,2025-02-09
Brazil,Light,Nutty,-1.2239303104462311,376.9,365.01,120,2024-09-04
Guatemala,Light,Caramel,-1.0537982128028849,422.15,400.33,135,2025-02-15
Guatemala,Light,Caramel,0.817654861273923,399.72,410.8,135,2024-07-11
Brazil,Dark,Fruity,-1.7343266033762692,492.06,513.03,120,2024-11-05
Brazil,Light,Fruity,-1.0537982128028849,231.06,240.85,120,2024-09-14
Guatemala,Light,Nutty,1.328051154203961,363.11,345.23,135,2024-11-22
Ethiopia,Dark,Nutty,0.9877869589172685,345.47,367.86,140,2025-01-21
Colombia,Medium,Floral,0.47739066598723034,467.53,508.3,130,2025-05-13
Brazil,Dark,Floral,0.13712647070053777,210.7,191.12,120,2024-11-16
Colombia,Light,Floral,-1.2239303104462311,245.28,255.62,130,2025-02-18
Ethiopia,Light,Fruity,-1.0537982128028849,375.39,345.09,140,2024-07-14
Brazil,Light,Floral,1.4981832518473082,322.63,298.36,120,2025-05-28
Kenya,Light,Nutty,0.817654861273923,355.93,382.9,150,2025-06-04
Brazil,Dark,Caramel,0.9877869589172685,477.13,518.61,120,2025-02-28
Kenya,Light,Nutty,-1.0537982128028849,296.62,289.67,150,2025-03-08
Kenya,Dark,Floral,1.1579190565606154,487.13,460.54,150,2024-11-28
Brazil,Medium,Chocolatey,0.817654861273923,279.56,291.96,120,2024-10-03
Brazil,Dark,Floral,-1.3940624080895767,490.24,446.21,120,2025-06-27
Brazil,Dark,Chocolatey,1.4981832518473082,371.26,405.35,120,2024-08-04
Ethiopia,Dark,Floral,1.6683153494906537,402.92,426.0,140,2025-04-30
Colombia,Medium,Chocolatey,0.13712647070053777,367.76,376.91,130,2025-04-26
Kenya,Dark,Nutty,-0.2031377245861541,206.16,214.03,150,2025-01-24
Brazil,Light,Caramel,-1.0537982128028849,485.91,498.31,120,2025-01-26
Brazil,Light,Caramel,-1.0537982128028849,353.72,351.5,120,2025-06-14
Kenya,Dark,Chocolatey,-1.3940624080895767,438.11,442.3,150,2024-10-31
Kenya,Light,Nutty,0.817654861273923,252.85,240.04,150,2024-07-03
Ethiopia,Light,Chocolatey,-1.2239303104462311,408.71,431.09,140,2025-03-08
Guatemala,Medium,Nutty,0.13712647070053777,388.27,369.48,135,2024-12-15
Kenya,Medium,Nutty,0.3072585683438848,229.27,218.5,150,2025-02-05
Ethiopia,Light,Chocolatey,-1.3940624080895767,223.95,232.12,140,2024-10-30
Ethiopia,Medium,Floral,0.817654861273923,340.82,374.33,140,2024-09-26
Guatemala,Dark,Nutty,0.3072585683438848,400.84,398.22,135,2024-12-28
Brazil,Dark,Fruity,1.1579190565606154,303.59,297.33,120,2025-04-17
Guatemala,Medium,Caramel,-0.5434019198728459,260.29,268.72,135,2025-04-16
Colombia,Light,Caramel,-1.2239303104462311,275.76,262.76,130,2025-03-29
Brazil,Light,Floral,-1.0537982128028849,472.67,484.94,120,2024-07-26
Colombia,Dark,Fruity,0.817654861273923,203.96,203.44,130,2024-08-19
Kenya,Dark,Fruity,-1.0537982128028849,394.12,409.62,150,2024-11-03
Ethiopia,Dark,Nutty,0.9877869589172685,225.99,203.48,140,2024-11-14
Brazil,Dark,Caramel,-0.8836661151595385,202.67,218.66,120,2024-12-21
Kenya,Dark,Caramel,0.6475227636305774,420.94,414.42,150,2025-03-03
Guatemala,Dark,Caramel,0.817654861273923,269.12,280.73,135,2025-05-01
Colombia,Dark,Floral,-0.033005626942807786,457.5,414.39,130,2025-02-03
Guatemala,Medium,Nutty,0.13712647070053777,281.32,262.28,135,2025-02-08
Colombia,Dark,Chocolatey,0.6475227636305774,328.85,298.89,130,2024-08-20
Colombia,Light,Floral,0.9877869589172685,398.94,392.36,130,2025-05-17
Kenya,Light,Nutty,1.4981832518473082,485.14,465.14,150,2025-03-02
Brazil,Light,Nutty,-0.5434019198728459,468.76,472.86,120,2024-08-27
Guatemala,Dark,Nutty,-1.564194505732923,222.1,226.72,135,2024-08-22
Ethiopia,Medium,Nutty,1.6683153494906537,289.61,311.71,140,2024-12-04
Ethiopia,Light,Chocolatey,-0.2031377245861541,230.23,215.24,140,2025-02-22
Colombia,Light,Chocolatey,-1.0537982128028849,271.39,282.93,130,2024-11-05
Brazil,Medium,Floral,-0.3732698222295004,496.98,451.11,120,2024-08-10
Guatemala,Dark,Fruity,-1.3940624080895767,269.2,271.5,135,2024-12-03
Ethiopia,Medium,Caramel,1.4981832518473082,492.35,540.84,140,2025-03-11
Ethiopia,Light,Fruity,-1.564194505732923,443.92,432.63,140,2025-02-03
Colombia,Light,Fruity,1.328051154203961,410.2,428.57,130,2024-08-21
Kenya,Light,Caramel,-0.033005626942807786,403.02,389.68,150,2024-12-10
Colombia,Light,Floral,-0.7135340175161922,250.77,254.03,130,2025-05-03
Colombia,Light,Chocolatey,1.1579190565606154,284.01,272.32,130,2024-09-03
Brazil,Dark,Caramel,-0.3732698222295004,416.3,434.32,120,2025-04-25
Colombia,Medium,Fruity,1.4981832518473082,279.14,260.3,130,2024-12-12
Brazil,Medium,Nutty,-0.033005626942807786,494.11,479.79,120,2025-04-03
Guatemala,Dark,Chocolatey,-1.0537982128028849,393.56,408.03,135,2025-03-26
Guatemala,Dark,Chocolatey,0.9877869589172685,232.97,219.96,135,2024-08-29
Kenya,Light,Chocolatey,-0.033005626942807786,354.32,335.54,150,2024-07-02
Ethiopia,Light,Chocolatey,-0.5434019198728459,321.15,317.59,140,2024-10-10
Brazil,Medium,Floral,-0.3732698222295004,400.81,370.02,120,2025-01-27
Kenya,Dark,Floral,0.47739066598723034,334.58,302.88,150,2024-11-04
Colombia,Medium,Chocolatey,-0.8836661151595385,287.7,290.75,130,2024-08-13
Brazil,Light,Floral,1.1579190565606154,395.72,406.15,120,2025-04-02
Brazil,Medium,Chocolatey,0.3072585683438848,223.88,218.1,120,2025-01-05
Brazil,Light,Floral,0.47739066598723034,321.81,311.01,120,2025-01-13
Colombia,Dark,Fruity,-0.8836661151595385,315.33,323.53,130,2024-08-26
Ethiopia,Dark,Fruity,-0.3732698222295004,447.16,437.62,140,2024-10-03
Guatemala,Medium,Chocolatey,-1.7343266033762692,243.19,250.18,135,2024-07-03
Guatemala,Light,Nutty,0.9877869589172685,277.64,276.07,135,2024-08-08
Ethiopia,Medium,Nutty,-1.0537982128028849,224.94,207.16,140,2024-07-12
Kenya,Light,Floral,0.9877869589172685,368.63,381.94,150,2024-10-14
Kenya,Light,Floral,-1.0537982128028849,493.79,495.67,150,2024-08-16
Guatemala,Dark,Nutty,1.6683153494906537,445.3,423.1,135,2024-12-03
Ethiopia,Medium,Caramel,1.4981832518473082,270.06,251.02,140,2025-01-27
Guatemala,Dark,Nutty,-0.3732698222295004,320.67,305.22,135,2024-08-27
Kenya,Light,Nutty,-0.8836661151595385,215.53,211.3,150,2024-12-12
Colombia,Dark,Nutty,-0.3732698222295004,384.99,381.17,130,2025-04-27
Ethiopia,Light,Caramel,-1.3940624080895767,423.92,427.58,140,2024-11-10
Colombia,Medium,Nutty,1.328051154203961,397.7,420.79,130,2025-04-17
Ethiopia,Light,Fruity,-0.5434019198728459,443.27,467.52,140,2025-03-06
Brazil,Light,Caramel,0.47739066598723034,376.79,361.57,120,2025-06-24
Brazil,Dark,Nutty,1.1579190565606154,465.99,445.55,120,2024-08-21
Colombia,Light,Nutty,-1.564194505732923,427.23,420.95,130,2025-01-07
Brazil,Light,Caramel,0.6475227636305774,249.83,246.46,120,2024-08-12
Kenya,Medium,Fruity,0.3072585683438848,488.58,528.39,150,2024-08-17
Brazil,Medium,Chocolatey,1.1579190565606154,426.0,448.24,120,2024-11-24
Kenya,Light,Nutty,0.6475227636305774,344.86,358.68,150,2025-03-04
Colombia,Medium,Floral,-1.2239303104462311,324.99,315.62,130,2025-03-29
Guatemala,Medium,Floral,0.47739066598723034,386.2,392.66,135,2025-02-13
Colombia,Light,Floral,0.817654861273923,209.08,207.01,130,2025-01-09
Ethiopia,Dark,Chocolatey,-0.8836661151595385,237.77,241.04,140,2024-08-18
Ethiopia,Dark,Nutty,0.47739066598723034,302.53,309.98,140,2024-09-21
Ethiopia,Light,Caramel,-0.5434019198728459,451.32,455.11,140,2024-11-21
Colombia,Dark,Nutty,0.817654861273923,465.24,419.81,130,2025-04-11
Brazil,Light,Fruity,0.3072585683438848,312.14,306.28,120,2025-06-01
Colombia,Light,Caramel,-0.033005626942807786,476.61,501.09,130,2024-11-14
Kenya,Medium,Caramel,0.47739066598723034,463.84,467.88,150,2024-10-22
Ethiopia,Dark,Fruity,-1.3940624080895767,422.25,442.75,140,2025-01-17
Kenya,Light,Caramel,1.1579190565606154,289.34,311.4,150,2024-06-29
Colombia,Light,Floral,0.3072585683438848,403.85,411.36,130,2024-12-28
Kenya,Light,Chocolatey,-1.0537982128028849,297.73,291.16,150,2025-03-26
Colombia,Medium,Chocolatey,-0.8836661151595385,281.98,261.39,130,2024-08-13
Brazil,Medium,Fruity,-0.2031377245861541,477.5,485.6,120,2025-03-13
Kenya,Light,Nutty,-1.7343266033762692,232.88,248.0,150,2024-12-28
Brazil,Medium,Fruity,1.328051154203961,424.89,402.72,120,2024-09-08
Kenya,Light,Floral,0.47739066598723034,426.5,396.42,150,2024-07-08
Kenya,Light,Floral,-0.2031377245861541,309.72,312.26,150,2025-05-17
Colombia,Medium,Floral,1.4981832518473082,238.6,251.18,130,2025-05-14
Kenya,Dark,Floral,1.1579190565606154,322.7,318.26,150,2024-09-23
Brazil,Medium,Nutty,0.6475227636305774,350.97,349.73,120,2025-02-10
Guatemala,Medium,Chocolatey,0.3072585683438848,292.75,317.56,135,2024-10-28
Kenya,Light,Floral,-1.564194505732923,412.49,403.68,150,2024-10-21
Guatemala,Light,Chocolatey,-1.2239303104462311,472.04,429.21,135,2024-09-21
Kenya,Dark,Caramel,0.9877869589172685,359.62,356.99,150,2024-12-04
Brazil,Dark,Fruity,1.328051154203961,433.5,420.06,120,2024-08-20
Colombia,Dark,Chocolatey,-0.3732698222295004,342.34,345.93,130,2025-01-25
Brazil,Medium,Caramel,-1.3940624080895767,320.24,340.93,120,2024-09-11
Colombia,Dark,Floral,0.817654861273923,318.74,335.38,130,2025-05-05
